,Inf_RP 1.0,Inf_RP 1.1
RD,0.9526304588320496,0.9526304588320496
Base,0.2479824274129381,0.5594587078148479
GEN0,0.2791203427701517,0.7875955102101724
GEN1,0.2410213302186163,0.6831702795250021
GEN2,0.4913771012808794,0.6976028869243427
GEN3,0.5962155280831177,0.7327506674656554
GEN4,0.7111764989525265,0.7542496160684905
GEN5,0.8026769038972908,0.8114376308812801
