,Inf_RP 1.0,Inf_RP 1.1
RD,0.9526304588320496,0.9526304588320496
Base,0.2479824274129381,0.5594587078148479
GEN0,0.2791203427701517,0.7875955102101724
GEN1,0.2048460771982908,0.2370583290385201
GEN2,0.2871774586584243,0.2538313077545817
GEN3,0.4463835018113382,0.2543964153883791
GEN4,0.6361095699784355,0.4635363820798311
GEN5,0.535485015447942,0.4867103878979321
