,Inf_RP 1.0,Inf_RP 1.1
Base,0.3849504950495049,0.6833636363636364
GEN0,0.4414,0.8011764705882354
GEN1,0.2596039603960396,0.4255445544554455
GEN2,0.257029702970297,0.297
GEN3,0.1705999999999999,0.2185
GEN4,0.1706930693069307,0.1766336633663366
GEN5,0.1979207920792079,0.2262376237623762
GEN6,0.248019801980198,0.252970297029703
GEN7,0.2615841584158416,0.2573267326732673
