,Inf_RP 1.0,Inf_RP 1.1
Base,0.3849504950495049,0.6833636363636364
GEN0,0.4414,0.8011764705882354
GEN1,0.3812,0.7229000000000001
GEN2,0.3227,0.5514
GEN3,0.4197999999999999,0.6358
GEN4,0.4941584158415841,0.6966336633663366
GEN5,0.5370297029702971,0.6991089108910892
GEN6,0.6376237623762376,0.7384158415841584
GEN7,0.7270297029702971,0.7462376237623762
