,Inf_RP 1.0,Inf_RP 1.1
RD,0.5276424123100746,0.5276424123100746
Base,0.1516067235390676,0.3657710236220196
GEN0,0.1821662348869224,0.4711054961755241
GEN1,0.0612297146849037,0.1528696342348728
GEN2,0.068537106717838,0.0940747439868597
GEN3,0.0514643294105876,0.0649684754031041
GEN4,0.0955513661670019,0.110664627774784
GEN5,0.1127026830552503,0.1277505374816545
