,Inf_RP 1.0,Inf_RP 1.1
RD,0.5276424123100746,0.5276424123100746
Base,0.1516067235390676,0.3657710236220196
GEN0,0.1821662348869224,0.4711054961755241
GEN1,0.1525600063321915,0.3962076987914583
GEN2,0.1263208887967599,0.2981462989884351
GEN3,0.1973865935805373,0.3652296212153668
GEN4,0.27689333385781,0.4262681517213573
GEN5,0.3286106202102086,0.4290390426435121
GEN6,0.3978223033491322,0.4576966497818334
