,Inf_RP 1.0,Inf_RP 1.1
Base,0.3982409353181463,0.4165188505349954
GEN0,0.4199673079086681,0.459777091624738
GEN1,0.3997059306614641,0.4131750449123814
GEN2,0.3927071454503215,0.3974638426298175
GEN3,0.3958145177334407,0.3978005524870961
GEN4,0.3943914924258521,0.3977163018899345
GEN5,0.3921646327779097,0.3960472127707451
GEN6,0.3883157540394308,0.3885044180864793
GEN7,0.3847106567773902,0.3842525828111787
