,Inf_RP 1.0,Inf_RP 1.1
Base,0.3982409353181463,0.4165188505349954
GEN0,0.4199673079086681,0.459777091624738
GEN1,0.413686204717575,0.4430961604675094
GEN2,0.4144289546552542,0.4318122733201615
GEN3,0.4207227819932718,0.4313449702804747
GEN4,0.421730367318246,0.4254374409890136
GEN5,0.4265109516000729,0.4252606758423669
GEN6,0.4240726761712144,0.4233263830207157
GEN7,0.4233429345044751,0.4219001493196253
