,Inf_RP 1.0,Inf_RP 1.1
RD,0.9589452336720632,0.9589452336720632
Base,0.2218479048781755,0.5995687572530777
GEN0,0.2497554347592811,0.8300579821630016
GEN1,0.1942517647319842,0.6464783062170159
GEN2,0.1475058258188129,0.4594094280525633
GEN3,0.3284090469986684,0.5800428901853691
GEN4,0.4510010807961684,0.6873144179482873
GEN5,0.535140602390778,0.6523404052095888
GEN6,0.6400981553746561,0.7305489676151619
GEN7,0.7522088052406253,0.7095616821375696
